!Table,!Type,!Length,!Name,!Description,!FK,!Required,File,boolean,binary,datetime,id,integer,float,links,ref,string,table,Length,Name,Description,RefDef,Required
Equipment,float,,draftBlockNum,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,draftBlockNum,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Equipment,string,,regDumpTruck,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,regDumpTruck,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Equipment,links,,equipmentAttachments,,EquipmentAttachment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,equipmentAttachments,rg:None,EquipmentAttachment,rg:[ { 'req' : 'id'} ]
Equipment,links,,notes,,Note,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,notes,rg:None,Note,rg:[ { 'req' : 'id'} ]
Equipment,links,,attachments,,Attachment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,attachments,rg:None,Attachment,rg:[ { 'req' : 'id'} ]
Equipment,links,,history,,History,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,history,rg:None,History,rg:[ { 'req' : 'id'} ]
Equipment,links,,seniorityAudit,,SeniorityAudit,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,seniorityAudit,rg:None,SeniorityAudit,rg:[ { 'req' : 'id'} ]
DumpTruck,table,,DumpTruck,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,DumpTruck,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,singleAxle,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,singleAxle,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,tandemAxle,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,tandemAxle,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,PUP,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,PUP,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,bellyDump,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,bellyDump,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,tridem,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,tridem,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,rockBox,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,rockBox,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,hiliftGate,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,hiliftGate,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,waterTruck,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,waterTruck,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,sealCoatHitch,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,sealCoatHitch,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,rearAxleSpacing,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,rearAxleSpacing,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,frontTireSize,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,frontTireSize,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,frontTireUOM,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,frontTireUOM,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,frontAxleCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,frontAxleCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,rearAxleCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,rearAxleCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,legalLoad,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,legalLoad,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,legalCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,legalCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,legalPUPTareWeight,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,legalPUPTareWeight,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedGVW,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedGVW,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedGVWUOM,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedGVWUOM,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedTareWeight,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedTareWeight,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedPUPTareWeight,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedPUPTareWeight,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedLoad,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedLoad,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,licencedCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,licencedCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,boxLength,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,boxLength,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,boxWidth,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,boxWidth,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,boxHeight,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,boxHeight,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,boxCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,boxCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,trailerBoxLength,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,trailerBoxLength,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,trailerBoxWidth,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,trailerBoxWidth,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,trailerBoxHeight,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,trailerBoxHeight,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
DumpTruck,string,,trailerBoxCapacity,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,trailerBoxCapacity,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,table,,EquipmentAttachment,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,EquipmentAttachment,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,ref,,equipment,,Equipment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,equipment,rg:None,Equipment,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,ref,,type,The type of the equipment attachment.,EquipmentAttachmentType,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,type,The type of the equipment attachment.,EquipmentAttachmentType,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,integer,,seqNum,,,,Defs,rg:None,rg:None,rg:None,rg:None,integer,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,seqNum,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachment,string,,description,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,table,,EquipmentType,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,EquipmentType,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,ref,,localArea,,LocalArea,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,localArea,rg:None,LocalArea,rg:[ { 'req' : 'id'} ]
EquipmentType,string,,code,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,code,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,string,,description,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,float,,equipRentalRateNo,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,equipRentalRateNo,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,float,,equipRentalRatePage,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,equipRentalRatePage,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,float,,maxHours,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,maxHours,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,float,,extendHours,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,extendHours,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,float,,maxHoursSub,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,maxHoursSub,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentType,string,,secondBlk,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,secondBlk,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachmentType,table,,EquipmentAttachmentType,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,EquipmentAttachmentType,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachmentType,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachmentType,string,,code,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,code,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
EquipmentAttachmentType,string,,description,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,description,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,table,,SeniorityAudit,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,SeniorityAudit,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,datetime,,generatedTime,,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,generatedTime,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,ref,,localArea,,LocalArea,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,localArea,rg:None,LocalArea,rg:[ { 'req' : 'id'} ]
SeniorityAudit,ref,,equipment,,Equipment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,equipment,rg:None,Equipment,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,blockNum,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,blockNum,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,string,,equipCd,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,equipCd,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,ref,,owner,,Owner,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,owner,rg:None,Owner,rg:[ { 'req' : 'id'} ]
SeniorityAudit,string,,ownerName,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,ownerName,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,seniority,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,seniority,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,YTD,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,YTD,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,YTD1,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,YTD1,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,YTD2,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,YTD2,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,YTD3,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,YTD3,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,float,,cycleHrsWrk,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,float,rg:None,rg:None,rg:None,rg:None,rg:None,cycleHrsWrk,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,string,,frozenOut,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,frozenOut,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,ref,,project,,Project,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,project,rg:None,Project,rg:[ { 'req' : 'id'} ]
SeniorityAudit,string,,working,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,working,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
SeniorityAudit,string,,yearEndReg,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,yearEndReg,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,table,,Owner,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Owner,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,ownerCd,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,ownerCd,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,ownerFirstName,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,ownerFirstName,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,ownerLastName,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,ownerLastName,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,contactPerson,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,contactPerson,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,localToArea,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,localToArea,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,maintenanceContractor,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,maintenanceContractor,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,comment,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,comment,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,integer,,WCBNum,,,,Defs,rg:None,rg:None,rg:None,rg:None,integer,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,WCBNum,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,datetime,,WCBExpiryDate,,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,WCBExpiryDate,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,CGLCompany,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,CGLCompany,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,CGLPolicy,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,CGLPolicy,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,datetime,,CGLStartDate,,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,CGLStartDate,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,datetime,,CGLEndDate,,,,Defs,rg:None,rg:None,datetime,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,CGLEndDate,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,statusCd,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,statusCd,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,archiveCd,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,archiveCd,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,string,,archiveReason,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,archiveReason,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Owner,ref,,localArea,,LocalArea,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,localArea,rg:None,LocalArea,rg:[ { 'req' : 'id'} ]
Owner,ref,,primaryContact,Link to the designated Primary Contact.,Contact,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,ref,rg:None,rg:None,rg:None,primaryContact,Link to the designated Primary Contact.,Contact,rg:[ { 'req' : 'id'} ]
Owner,links,,contacts,,Contact,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,contacts,rg:None,Contact,rg:[ { 'req' : 'id'} ]
Owner,links,,notes,,Note,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,notes,rg:None,Note,rg:[ { 'req' : 'id'} ]
Owner,links,,attachments,,Attachment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,attachments,rg:None,Attachment,rg:[ { 'req' : 'id'} ]
Owner,links,,history,,History,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,history,rg:None,History,rg:[ { 'req' : 'id'} ]
Owner,links,,equipmentList,,Equipment,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,equipmentList,rg:None,Equipment,rg:[ { 'req' : 'id'} ]
Contact,table,,Contact,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,Contact,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
Contact,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
Contact,string,,givenName,The given name of the contact.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,givenName,The given name of the contact.,rg:None,rg:[ { 'req' : 'id'} ]
Contact,string,,surname,The surname of the contact.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,surname,The surname of the contact.,rg:None,rg:[ { 'req' : 'id'} ]
Contact,string,,role,The role of the contact. UI controlled as to whether it is free form or selected from an enumerated list.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,role,The role of the contact. UI controlled as to whether it is free form or selected from an enumerated list.,rg:None,rg:[ { 'req' : 'id'} ]
Contact,string,,notes,Notes about the contact.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,notes,Notes about the contact.,rg:None,rg:[ { 'req' : 'id'} ]
Contact,links,,phones,,ContactPhone,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,phones,rg:None,ContactPhone,rg:[ { 'req' : 'id'} ]
Contact,links,,addresses,,ContactAddress,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,links,rg:None,rg:None,rg:None,rg:None,addresses,rg:None,ContactAddress,rg:[ { 'req' : 'id'} ]
ContactPhone,table,,ContactPhone,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,ContactPhone,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
ContactPhone,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
ContactPhone,string,,type,The type of the phone number. UI controlled as to whether it is free form or selected from an enumerated list.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,type,The type of the phone number. UI controlled as to whether it is free form or selected from an enumerated list.,rg:None,rg:[ { 'req' : 'id'} ]
ContactPhone,string,,phoneNumber,The phone number of the contact. Entered as free form to support a range of formats.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,phoneNumber,The phone number of the contact. Entered as free form to support a range of formats.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,table,,ContactAddress,,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,table,rg:None,ContactAddress,rg:None,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,id,,id,Primary Key,,Y,Defs,rg:None,rg:None,rg:None,id,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,id,Primary Key,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,type,The type of the address. UI controlled as to whether it is free form or selected from an enumerated list.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,type,The type of the address. UI controlled as to whether it is free form or selected from an enumerated list.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,addressLine1,Address 1 line of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,addressLine1,Address 1 line of the address.,rg:None,rg:[ { 'req' : 'id'} ]
ContactAddress,string,,addressLine2,Address 2 line of the address.,,,Defs,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,rg:None,string,rg:None,rg:None,addressLine2,Address 2 line of the address.,rg:None,rg:[ { 'req' : 'id'} ]
